Farmers MarketID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFarmers MarketNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1011300,Lincoln Heights Farmers Market,http://LHBA.org,Lincoln Heights Farmers Market,,,,N. Broadway between Daly St & Workman parking lot,Los Angeles,Los Angeles,California,90031,01/01/2015 to 12/31/2015,Wed: 3:00 PM-7:00 PM;,,,,,,,-118.2152,34.0729,,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,7/6/2015
1011480,Inglewood Farmers Market,http://www.sjli.org/,https://www.facebook.com/inglewoodcertifiedfarmersmarket,https://twitter.com/SJLI_CA,https://www.youtube.com/user/SJLIorg,https://instagram.com/sjli_ca,Market Street and Manchester Blvd.,Inglewood,Los Angeles,California,90302,8/20/2015,Thu: 3:00 PM-7:00 PM;,,,,,,,-118.3520,33.9617,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,7/20/2015
1011757,The WALL Food + Flowers + Farmers Market,http://www.communityevent.org,The WALL Food Flowers,The WALL,,TheWallLA on Instagram,755 Wall Street,Los Angeles,Los Angeles,California,90014,01/01/2016 to 12/31/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-118.2497,34.0408,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,1/21/2016
1011813,Valencia Farmers Market,http://coastalpacificinfo.us,,,,,24201 Valencia Blvd,valencia,Los Angeles,California,91355,02/04/2016 to 10/27/2016,Thu: 4:00 PM-8:00 PM;,,,,,,,-118.5582,34.4159,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,3/22/2016
1011897,Whittier Host Lions Farmers Market,,,,,,9401 S Painter Ave,South Whittier ,Los Angeles,California,90605,1/30/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,-118.0443,33.9532,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,4/27/2016
,Acton Farmers Market,http://egis3.lacounty.gov/lms/?p=76096,,,,,3801 Sierra Way,Acton,Los Angeles,California,93510,"Tuesday, May - Oct, 4:00 pm - 7:30 pm",,,,,,,,-118.2004,34.4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Adams - Vermont Farmers Market,http://egis3.lacounty.gov/lms/?p=71472,,,,,1432 W Adams Blvd,Los Angeles,Los Angeles,California,90007,"Wednesday, 2:00pm to 6:00pm. ",,,,,,,,-118.2926,34.0326,St. Agnes Catholic Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/14/2015
,Agoura Hills Farmers Market,http://egis3.lacounty.gov/lms/?p=76059,,,,,5835 Kanan Rd,Agoura Hills,Los Angeles,California,91310,"Sunday, 9:00 am - 2:00 pm",,,,,,,,-118.7572,34.1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2015
,Alhambra Farmers Market,http://egis3.lacounty.gov/lms/?p=60939,,,,,11 S. 2nd Street,Alhambra,Los Angeles,California,91801,Closed Easter Sunday. ,,,,,,,,-118.1288,34.0937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Arcadia Street Fair Farmers Market,http://egis3.lacounty.gov/lms/?p=76475,,,,,Wheeler Ave. @ 1st Street,Arcadia,Los Angeles,California,91016,"Friday, July - Dec., 5:00 pm - 9:00 pm",,,,,,,,-118.0284,34.1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/17/2015
,Arts District Little Tokyo Farmers Market,http://egis3.lacounty.gov/lms/?p=71485,,,,,200 N Spring St,Los Angeles,Los Angeles,California,90012,"Thursday, 10:00am to 2:00pm. ",,,,,,,,-118.2432,34.0540,"L.A. City Hall, South Lawn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/14/2015
,Atwater Village Farmers Market,http://egis3.lacounty.gov/lms/?p=71460,,,,,3250 Glendale Blvd,Los Angeles,Los Angeles,California,90039,"Sunday, 10:00am to 2:00pm. ",,,,,,,,-118.2602,34.1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/27/2015
,Baldwin La Brea Farmers Market,http://egis3.lacounty.gov/lms/?p=76484,,,,,3601 S. La Brea Ave.,Los Angeles,Los Angeles,California,90016,"Saturday, 9:00 am - 2:00 pm.",,,,,,,,-118.3561,34.0212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2015
,Bank Of America Plaza Farmers Market,http://egis3.lacounty.gov/lms/?p=71500,,,,,333 S Hope St,Los Angeles,Los Angeles,California,90021,"Fridays, 11:00am to 3:00pm. ",,,,,,,,-118.2529,34.0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2014
,Bellflower Farmers Market,http://egis3.lacounty.gov/lms/?p=60956,,,,,16614 Clark Ave at Oak Street,Bellflower,Los Angeles,California,90706,"Mondays, 9:00am - 1:00pm",,,,,,,,-118.1339,33.8837, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/12/2014
,Beverly Glen Center Farmers Market,http://egis3.lacounty.gov/lms/?p=76061,,,,,2936 Beverly Glen Circle,Los Angeles,Los Angeles,California,,"Saturday, 8:00 am - 2:00 pm",,,,,,,,-118.4437,34.1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2015
,Bixby Park Farmers Market,http://egis3.lacounty.gov/lms/?p=76063,,,,,Bixby Street between 1st & 2nd Street,Long Beach,Los Angeles,California,,"Saturday, year roundm 9:00 am - 2:00 pm
Tuesday, year roundm 3:00 pm - 7:00 pm",,,,,,,,-118.1799,33.8267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2015
,Bransdall Center Farmers Market,http://egis3.lacounty.gov/lms/?p=60142,,,,,4888 Hollywood Blvd,Los Angeles,Los Angeles,California,90027,"Monday, 11:00 am - 5:00 pm",,,,,,,,-118.2948,34.1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/27/2015
,Brentwood Village Farmers Market,http://egis3.lacounty.gov/lms/?p=71461,,,,,741 Gretna Green Way,Los Angeles,Los Angeles,California,90049,Sundays 9:00am to 2:00pm. ,,,,,,,,-118.4751,34.0506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Century City Farmers Market,http://egis3.lacounty.gov/lms/?p=60984,,,,,1800 Ave of the Stars,Century City,Los Angeles,California,90067,"Thursdays, 11:00am - 2:00pm",,,,,,,,-118.4179,34.0610, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Claremont Farmers Market,http://egis3.lacounty.gov/lms/?p=60975,,,,,N Indian Hill Blvd & W 2Nd St,Claremont,Los Angeles,California,91711,,,,,,,,,-117.7193,34.0956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2015
,Crenshaw Baldwin Hill Farmers Market,http://egis3.lacounty.gov/lms/?p=60942,,,,,3650 W Martin Luther King Blvd,Los Angeles,Los Angeles,California,90008,"Saturday, 10:00am to 3:00pm. ",,,,,,,,-118.3365,34.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/2/2015
,Del Ray Farmers Market,http://egis3.lacounty.gov/lms/?p=76076,,,,,461 Alla Road,Los Angeles,Los Angeles,California,,"Friday, 2:00 pm - 7:00 pm",,,,,,,,-118.4255,33.9766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2015
,Downey Farmers Market,http://egis3.lacounty.gov/lms/?p=71520,,,,,La Reina Ave & 2Nd St,Downey,Los Angeles,California,90242,"Saturdays, 9:00am to 1:00pm. ",,,,,,,,-118.1342,33.9420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2015
,Downtown Los Angeles (B O. A) Farmers Market,http://egis3.lacounty.gov/lms/?p=71031,,,,,S Figueroa St & W 7Th St,Los Angeles,Los Angeles,California,90017,"Friday, 10:00am to 3:00pm. ",,,,,,,,-118.2599,34.0494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Encino Farmers Market,http://egis3.lacounty.gov/lms/?p=60973,,,,,17400 Victory Blvd in Van Nuys,Van Nuys,Los Angeles,California,91406,"Sundays, 8:00am to 1:00pm",,,,,,,,-118.5141,34.1862,Between Louise and Wight Oak Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Glassel Park Farmers Market,http://egis3.lacounty.gov/lms/?p=76043,,,,,3150 N. San Fernando Road,Los Angeles,Los Angeles,California,,Saturday 10:00 am to 3:00 pm,,,,,,,,-118.2485,34.1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Glendale Downtown Farmers Market,http://egis3.lacounty.gov/lms/?p=76045,,,,,227 N. Brand Ave.,Glendale,Los Angeles,California,91203,Tuesday 2:00 pm to 7:00 pm,,,,,,,,-118.2555,34.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Hawthorne - Del Aire Farmers Market,http://egis3.lacounty.gov/lms/?p=71521,,,,,13500 Aviation Boulevard,Hawthorne,Los Angeles,California,90250,"Saturdays, 9:00am to 1:00pm. ",,,,,,,,-118.3766,33.9094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Hollywood Farmers Market,http://egis3.lacounty.gov/lms/?p=60976,,,,,1500 N Ivar Ave,Hollywood,Los Angeles,California,90028,"Sundays, 8:00am to 1:00pm",,,,,,,,-118.3287,34.0981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/2/2015
,Howard Hughes Farmers Market,http://egis3.lacounty.gov/lms/?p=76513,,,,,6080 Center Drive,Los Angeles,Los Angeles,California,90230,"Thursday, 10:00 am - 2:00 pm",,,,,,,,-118.3867,33.9760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2015
,Kaised Downey,http://egis3.lacounty.gov/lms/?p=76471,,,,,9333 E. Imperial Hwy in Kaiser Medical Center,Downey,Los Angeles,California,90242,"Thursday, 9:00 am - 2:00 pm",,,,,,,,-118.1288,33.9192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/10/2015
,Kaiser Baldwin Park Farmers Market,http://egis3.lacounty.gov/lms/?p=71498,,,,,1011 Baldwin Park Blvd,Baldwin Park,Los Angeles,California,91706,"Fridays, 7:30am to 12:30pm. ",,,,,,,,-117.9859,34.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Kaiser -La Cienga Farmers Market,http://egis3.lacounty.gov/lms/?p=71484,,,,,6041 Cadillac Ave,Los Angeles,Los Angeles,California,90034,"Wednesday, 9:30am to 1:30pm. ",,,,,,,,-118.3759,34.0381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,La Puente Live Farmers Market,http://egis3.lacounty.gov/lms/?p=76508,,,,,Main Street & First Street,La Puente,Los Angeles,California,91744,"July - Dec., Friday, 6:00 pm - 10:00 pm",,,,,,,,-117.9523,34.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/27/2015
,La Verne Farmers Market,http://egis3.lacounty.gov/lms/?p=60955,,,,,"3660 ""D"" Street between Bonita and 3rd Street",La Verne,Los Angeles,California,91750,"Thursdays, April through September, 5:00pm to 9:00pm. ",,,,,,,,-117.7710,34.1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Lancaster Farmers Market,http://egis3.lacounty.gov/lms/?p=76112,,,,,721 Lancaster Blvd.,Lancaster,Los Angeles,California,93534,"Thursday, 3:00 pm - 8:00 pm",,,,,,,,-118.1155,34.6968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Larchmont Village Farmers Market,http://egis3.lacounty.gov/lms/?p=71018,,,,,209 N Larchmont Blvd,Los Angeles,Los Angeles,California,90004,"Sunday, 10:00am to 2:00pm. ",,,,,,,,-118.3238,34.0749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Local Harvest Farmers Market,http://egis3.lacounty.gov/lms/?p=76118,,,,,E. Appian Way & Nito Ave.,Long Beach,Los Angeles,California,90803,"Wednesday, 3:00 pm - 7:00 pm",,,,,,,,-118.1329,33.7685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Long Beach Southeast Farmers Market,http://egis3.lacounty.gov/lms/?p=60977,,,,,2nd St. and N. Marina Dr.,Long Beach,Los Angeles,California,90803,"Sundays, 9:00am to 2:00pm",,,,,,,,-118.1131,33.7576, Alamitos Bay Marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Long Beach University Farmers Market,http://egis3.lacounty.gov/lms/?p=76123,,,,,1250 Bellflower Blvd.,Long Beach,Los Angeles,California,90815,"Wednesday, Apr. - Sep., 10:00 am - 2:00 pm.",,,,,,,,-118.1134,33.7812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Long Beach Uptown Farmers Market,http://egis3.lacounty.gov/lms/?p=71029,,,,,E 46Th St & Atlantic Ave,Long Beach,Los Angeles,California,90807,"Thursday, 3:00pm to 6:30pm ",,,,,,,,-118.1849,33.8426,Bixby Knolls area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Manhattan Beach Farmers Market,http://egis3.lacounty.gov/lms/?p=71470,,,,,13Th St & Morningside Dr,Manhattan Beach,Los Angeles,California,90266,"Tuesday, 11:00am to 4:00pm; 11:00am to 5:00pm, June through August ",,,,,,,,-118.4094,33.8867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,Mar Vista Farmers Market,http://egis3.lacounty.gov/lms/?p=71463,,,,,3826 Grand View Blvd,Los Angeles,Los Angeles,California,90066,"Sundays, 8:30am to 2:00pm. ",,,,,,,,-118.4305,34.0042,between Venice Blvd and Pacific Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2014
,Miracle Mile Farmers Market,http://egis3.lacounty.gov/lms/?p=76144,,,,,5700 Wilshire Blvd,Los Angeles,Los Angeles,California,90036,"Wednesday, 11:00 am - 3:00 am",,,,,,,,-118.3535,34.0617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Monrovia Farmers Market - Friday,http://egis3.lacounty.gov/lms/?p=71514,,,,,200 Block of Myrtle Ave,Monrovia,Los Angeles,California,91016,"Fridays, 5:00pm to 9:00pm. ",,,,,,,,-118.0009,34.1448,Adjacent to Library Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2014
,Monterey Park Farmers Market,http://egis3.lacounty.gov/lms/?p=76146,,,,,318 S. Ramona Ave,Monterey Park,Los Angeles,California,91754,"Friday, 4:00 pm - 9:00 pm",,,,,,,,-118.1247,34.0591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Montrose Harvest Market,http://egis3.lacounty.gov/lms/?p=61797,,,,,2200 Block of Honolulu Ave ,Glendale,Los Angeles,California,91020,"Sundays,  9:00 AM until 2:00 PM",,,,,,,,-118.2269,34.2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/26/2015
,Motor Avenue Farmers Market,http://egis3.lacounty.gov/lms/?p=76154,,,,,10316 National @ Motor Ave.,Los Angeles,Los Angeles,California,90034,"Sunday, 9:00 am - 1:00 pm",,,,,,,,-118.4107,34.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Newhall Farmers Market,http://egis3.lacounty.gov/lms/?p=71492,,,,,22520 Lynos Ave,Newhall,Los Angeles,California,91321,"Saturday, 8:00am to 12:00pm. ",,,,,,,,-118.5293,34.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/17/2015
,North Hollywood Farmers Market,http://egis3.lacounty.gov/lms/?p=76152,,,,,5200 Bakman,North Hollywood,Los Angeles,California,91601,"Saturday, 10:00 am - 3:00 pm",,,,,,,,-118.3774,34.1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Northridge Farmers Market And Family Festival,http://egis3.lacounty.gov/lms/?p=60938,,,,,9301 Tampa Ave,Northridge,Los Angeles,California,91324,"SITE HOURS: April through October, Wednesday, 5:00pm to 9:00pm. ",,,,,,,,-118.5538,34.2392,Northridge Fashion Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2013
,Northridge University Farmers Market,http://egis3.lacounty.gov/lms/?p=76156,,,,,18111 Nordroff Street,Northridge,Los Angeles,California,91330,"Tuesday, 10:00 am - 2:00 pm",,,,,,,,-118.5283,34.2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Palos Verdes Farmers Market,http://egis3.lacounty.gov/lms/?p=60979,,,,,Hawthorne Blvd. & Silver Spur Rd.,Rolling Hills Estates,Los Angeles,California,90274,,,,,,,,,-118.3749,33.7767,Peninsula Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2013
,Paramount Farmers Market,http://egis3.lacounty.gov/lms/?p=76459,,,,,14409 Paramount Blvd.,Paramount,Los Angeles,California,90723,"9:00 am - 1: 00 pm, June - Dec.",,,,,,,,-118.1602,33.9026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/11/2015
,Pasadena City Hall Farmers Market,http://egis3.lacounty.gov/lms/?p=76166,,,,,100 N. Garfield Ave,Pasadena,Los Angeles,California,91101,"Wednesday, May - Oct, 4:00 pm - 8:00 pm",,,,,,,,-118.1443,34.1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Pasadena Victory Park Farmers Market,http://egis3.lacounty.gov/lms/?p=60969,,,,,2900 N. Sierra Madre Blvd between Paloma and Washington Avenues,Pasadena,Los Angeles,California,91101,,,,,,,,,-118.0929,34.1604,Victory Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/12/2014
,Pasadena Villa Parke Farmers Market,http://egis3.lacounty.gov/lms/?p=60994,,,,,363 E. Villa St.,Pasadena,Los Angeles,California,91101,,,,,,,,,-118.1429,34.1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2013
,Pomona Thomas Plaza Farmers Market,http://egis3.lacounty.gov/lms/?p=76479,,,,,201 W. 2nd Street,Pomona,Los Angeles,California,91766,"2nd Saturday of the month, 5:00 pm - 9:00 pm",,,,,,,,-117.7513,34.0578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/22/2015
,Rivera Village Farmers Market,http://egis3.lacounty.gov/lms/?p=76173,,,,,Avenue I and South Catalina,Redondo Beach,Los Angeles,California,90277,"Thursday, 3:00 pm - 9:00 pm",,,,,,,,-118.3884,33.8193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Rosemead Farmers Market,http://egis3.lacounty.gov/lms/?p=76510,,,,,8838 Valley Blvd.,Rosemead,Los Angeles,California,91770,"Aug - Dec, Friday, 4:00 pm - 8:00 pm",,,,,,,,-118.0763,34.0803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/27/2015
,San Dimas Farmers Market,http://egis3.lacounty.gov/lms/?p=61004,,,,,245 E Bonita Ave & N Walnut Ave,San Dimas,Los Angeles,California,91773,"Wednesdays, April through September, 5:00pm to 9:00pm. ",,,,,,,,-117.8027,34.1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/8/2014
,San Gabriel Farmers Market,http://egis3.lacounty.gov/lms/?p=76175,,,,,300 W. Wells Street,San Gabriel,Los Angeles,California,91770,"Thursday, April - Dec, 4:00 pm - 8:00 pm",,,,,,,,-118.1046,34.0848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,San Pedro Farmers Market,http://egis3.lacounty.gov/lms/?p=71024,,,,,W 6Th St & S Mesa St,San Pedro,Los Angeles,California,90731,"Fridays, 9:00am to 2:00pm. ",,,,,,,,-118.2857,33.7388,"Old Town San Pedro, betweeb Mesa and Pacific",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2014
,San Pedro Providence Farmers Market,http://egis3.lacounty.gov/lms/?p=76171,,,,,1300 W. 7th Street,San Pedro,Los Angeles,California,90731,"Thursday, 9:00 am - 2:00 pm",,,,,,,,-118.3049,33.7382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Santa Clarita Farmers Market,http://egis3.lacounty.gov/lms/?p=76179,,,,,26455 Rockwell Road,Valencia,Los Angeles,California,91355,"Sunday, 8:30 am - 12:00 pm",,,,,,,,-118.5683,34.4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Santa Fe Springs Farmers Market,http://egis3.lacounty.gov/lms/?p=76177,,,,,11740 Telegraph Road,Santa Fe Springs,Los Angeles,California,90670,"Thursday, 12:00 pm - 5:00 pm",,,,,,,,-118.0827,33.9456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Santa Monica Downtown Farmers Market,http://egis3.lacounty.gov/lms/?p=61001,,,,,Arizona Ave between 2nd St and 3rd St,Santa Monica,Los Angeles,California,90401," Wednesdays, 8:30am to 1:30pm and Saturdays (Organic) 8:30am - 1:00pm ",,,,,,,,-118.4986,34.0162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/27/2015
,South Bay Pavilion Farmers Market,http://egis3.lacounty.gov/lms/?p=60987,,,,,20700 Avalon Blvd,Carson,Los Angeles,California,90746,"Thursdays, 10:00am to 3:00pm",,,,,,,,-118.2626,33.8450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/15/2015
,The Village Farmers Market,http://egis3.lacounty.gov/lms/?p=76525,,,,,6250 Topanga Blvd.,,Los Angeles,California,91367,"Sunday, 2:00 pm - 4:00 pm",,,,,,,,-118.6058,34.1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/2/2015
,Toluca Lake Farmers Market,http://egis3.lacounty.gov/lms/?p=71033,,,,,Sancola Ave & Riverside Dr,Toluca Lake,Los Angeles,California,91610," Sundays, year-round. 9:00am to 2:00pm",,,,,,,,-118.3538,34.1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/12/2014
,Torrance Providence Farmers Market,http://egis3.lacounty.gov/lms/?p=76466,,,,,4101 Torranc Blvd. @ Hawthorne Blvd,Torrance,Los Angeles,California,90503,"Friday, 10:00 am - 3:00 pm",,,,,,,,-118.3568,33.8387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/28/2015
,Torrance Saturday Farmers Market,http://egis3.lacounty.gov/lms/?p=71526,,,,,2200 Crenshaw Blvd,Torrance,Los Angeles,California,90503,"Tuesdays and Saturdays, 8:00am to 1:00pm. ",,,,,,,,-118.3258,33.8269,Wilson Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2014
,UCLA Farmers Market,http://egis3.lacounty.gov/lms/?p=76181,,,,,350 Charles E. Young @ the Camp,Los Angeles,Los Angeles,California,90045,"Wednesday, 11:00 am - 3:00 pm",,,,,,,,-118.4391,34.0746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Uptown Whittier Farmers Market,http://egis3.lacounty.gov/lms/?p=71026,,,,,Bright Ave & Philadelphia St,Whittier,Los Angeles,California,90602,"Fridays, 8:00am to 1:00pm. ",,,,,,,,-118.0362,33.9791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2014
,USC Hospitality Farmers Market,http://egis3.lacounty.gov/lms/?p=76183,,,,,3445 S. Figueroa Street,Los Angeles,Los Angeles,California,90007,"Wednesday, 11:00 am - 3:00 pm",,,,,,,,-118.2807,34.0209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015
,Valinda / La Puente Farmers Market,http://egis3.lacounty.gov/lms/?p=71493,,,,,747 N. Rimgrove Drive,La Puente,Los Angeles,California,91744,"Thursdays, April-September 10:00am to 3:00pm. ",,,,,,,,-117.9623,34.0396,Rimgrove Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/8/2014
,Venice Farmers Market,http://egis3.lacounty.gov/lms/?p=60949,,,,,N Venice Blvd & Venice Way,Venice,Los Angeles,California,90291,"Fridays, 7:00am to 11:00am. ",,,,,,,,-118.4660,33.9876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2014
,West Hollywood Farmers Market,http://egis3.lacounty.gov/lms/?p=71025,,,,,7377 Santa Monica Blvd,West Hollywood,Los Angeles,California,90046,"Monday, 9:00am to 2:00pm. ",,,,,,,,-118.3511,34.0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2010
,West Los Angeles Farmers Market,http://egis3.lacounty.gov/lms/?p=61003,,,,,1645 Corinth Avenue at Santa Monica Blvd,Los Angeles,Los Angeles,California,90025,"Sundays, 9:00am to 2:00pm. ",,,,,,,,-118.4505,34.0457,West of the 405 Freeway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13/2014
,Westwood Farmers Market,http://egis3.lacounty.gov/lms/?p=71495,,,,,11000 Wilshire Blvd,Los Angeles,Los Angeles,California,90024,"Thursday, 12:00pm to 6:00pm. ",,,,,,,,-118.4494,34.0570,United States Veterans Administration - Vets Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2010
,Woodman Avenue Farmers Market,http://egis3.lacounty.gov/lms/?p=71471,,,,,14006 Riverside Dr,Sherman Oaks,Los Angeles,California,91423,"Tuesday, 3:00pm to 8:00pm. ",,,,,,,,-118.4379,34.1571,Westfield Sherman Oaks parking lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
